順位,ネーム,info,登録者数,登録者変化数
204,古守血遊official,2299184,Chucolala所属古守ちゆ的汉化搬运组  官方授权  妈妈：paryi,"56,195"
205,雪绘Yukie,56748733,VR7期暴力美学爱好者，真实的法师，直播时间很神必，靠缘分狙击。,"55,840"
206,沙夜_Saya,490331391,VirtuaReal所属77生沙夜下划线saya<VR小地暖<真是个女的<商务合作请联系邮箱bd@vrp.live,"54,925"
207,Azulim搬运组,508191,欢迎小天使回家 Azulim粉丝群：383155405,"54,617"
208,星川莎拉搬运,410542957,这里是星川莎拉搬运翻译组！欢迎喜欢Sara的有能人士加入我们！审核群号849936395 粉丝群号655985854,"54,198"
209,游戏部企划official,252599,日本东京都内高校 游戏部project所属 梦咲枫 道明寺晴翔 风见凉 樱树米莉亚,"54,158"
210,龙包包,1420223,个人势vup（大概 粉丝群：340168101，微博：http://weibo.com/2176179555/ ,"54,070"
211,Rider坏宝,1998929,普通的特摄UP，普通的虚拟主播，CatsChainReaction链式猫所属，商业合作请联系：605925261,"53,678"
212,高原守Channel,503302,<ChaosLive·S>所属个人势vup高原守！很高兴见到您 今后请多关照！ 粉丝群629357424,"53,644"
213,梦月萝娅Official,477780499,噢！噢！NIJISANJI所属的萝娅呐喏哒！为了对人类搞恶作剧从魔界来的恶魔呐喏哒！在人间每天和大家一起玩游戏聊天喏哒！,"53,545"
214,兰若_Ruo,320740464,Hello，这里是虚拟up主兰若呀，请多多指教(๑˃́ꇴ˂̀๑)，QQ群：792129193 微博：@兰若_Ruo,"53,512"
215,而安yasu,32283167,歌会约歌请戳助理Q 1103018038（合作请注明来意）以后会不定期更新各种好听的歌曲，欢迎关注 / 微博@而安yasu,"52,676"
216,宇森ひなこ王国運搬,4175516,一个搬运组，也是一个粉丝讨论平台，不代表某方立场。,"52,579"
217,三千宫魔王Miya,244069,粉丝群：811632830 喜欢唱歌，喜欢打游戏，喜欢聊天，朋友很少，喜欢自闭！！！魔女公司project挂名,"52,550"
218,皆守ひいろOfficial,395814787,ENTUM所属Virtual Youtuber皆守ひいろ官方搬运组，审核群:210018183，养老群:885616351，谢谢大家支持至今,"52,365"
219,中单光一,434401868,我是光一，Virtuareal Project二期生。很高兴见到您，请多关照。商务合作请联系邮箱bd@vrp.live,"52,207"
220,蜜球兔,1750561,来自月亮! 代号蜜球兔的魔法少女! ⭐ VirtuaReal所属虚拟魔法兔子 <商务合作请联系bd@vrp.live>,"52,150"
221,晓月半_普通员工,387704749,能玩游戏也爱追剧的神奇AI少女！抖音/半次元/微博：晓月半_普通员工 （每天更新哦~）,"51,867"
222,若芖_教师资格销吊中,363398777,不是芙是芖（第二个字读zhì 直播通知群:1062562873 二群:872803565,"51,053"
223,中南小团子,222750630,"中南大学是985，211，双一流A类建设高校。
中南up主交流群：811979919
2020小团子新生群：982709887
升华工作室","50,951"
224,弥希Miki,477317922,VirtuaReal Project所属的弥希 粉丝2群：865142932 FANART：#肠粉板报 更多看视频简介哦,"50,676"
225,直播中,sunyeojin,奶味主播  每晚7点LIVE ON！！每周五六晚11点B限~~！！,"50,323"
226,NoWorld_Official,434662713,"虚拟音乐组合NoWorld
粉丝5群：1138336671
字幕审核：623283079
舰长群：704427048","50,206"
227,直播中,惑姬Waku,Virtuareal Project所属四期生，一只来自神州泽国的文盲  商务合作请联系bd@vrp.live,"50,092"
228,KMNHZ-China,2149710,【非公式】根据二创条例KMNZ熟肉烤制中！翻译校对长期招募：629356036 同好交流：703784033,"49,786"
229,秋凛子Rinco,479633069,（P-SP所属）神社网这么破，活该没人来！【5G信号的神社：622934834】,"49,587"
230,❀Sakulaˇ小舞,264161,Sparkle火花声音工作室·有个群305365600·配音唱歌！·故意写的L不是R·合作工作欢迎私信·微博@Sakula小舞,"48,704"
231,星弥Hoshimi,477342747,✨你的心意一定会得到回应。商务合作请联系bd@vrp.live,"48,580"
232,茶冷_Channel,741520,一般路过不怎么会画画的恶魔。群号952986642-不是牛角包拟人——,"48,323"
233,铃音_Official,39267739,个人势vup，聪明可爱铃咕咕desu~哪怕是一只小小的鸽子也想绽放光芒！一般晚上9点开播~录播:铃音suzune录播组，原画&建模:池泽酱,"48,136"
234,水龙敬Official,124025181,水龙敬园长官方账号，希望能够自由的直播复古游戏和唱歌画画。字幕组审核群号：1135663197,"48,075"
235,Seikyuu-VA,877437,你好，很高兴认识你！我叫Seikyuu，我会吃掉你的噩梦，用甜甜的梦代替它！我是专业声优，英语vtuber！,"47,934"
236,雛月Mofu,1612112,本业无职猫一只，为了生活开始了妹抖副业（゜、。ｱ,"47,051"
237,周防パトラ搬运,385851175,纪念：たばこ。HNST周防パトラ汉化搬运，组招翻译校对有意加群971079339，粉丝群925416397。生肉搬运@陽向葵的向日葵,"47,038"
238,尤特Ute_Official,517601,<Facemoe>虚拟UP主，10w粉3D化！ 粉丝2群：983046765,"46,992"
239,田汐汐_Official,473764233,雪风军团所属VUP！花一样的人·类·16岁女高中生田汐汐！目前在游戏中古店Kook's担任看板娘Ow<！,"46,880"
240,道明寺可可亚official,381951501,大家好 我是道明寺可可亚 有时会唱一些我喜欢的歌 请大家多多关照,"46,789"
241,奏手一弦Official,456232604,这里是holostars所属Vtuber奏手一弦。【麻麻：TCB】,"46,175"
242,爱夏なつ,1826804, 再也不是没有温度的空间，而是名为爱夏的晴天。,"45,487"
243,铃鹿诗子Official,458154144,这里是超喜欢BL和可爱的男孩子，有一点危险的唱歌大姐姐。动漫歌曲和酒也都很喜欢！26岁单身，正在相亲中！,"45,427"
244,德比鲁Official,441666968,沉迷于百合小说和冰淇淋的恶魔德比德比・德比鲁,"45,120"
245,铃原艺术研究社,428424219,遵守彩虹社二创条例 非官方搬运组 露露粉丝群：929297862 ※缺剪辑后期※ 有意者请b站私信或者加粉丝群联系管理,"44,597"
246,隐神木荫-九石玉Official,488983671,"平时会发一些@猫宫日向Official的NG视频和动态 请多多指教啦～ 推特是@vd_inuko 
& @vf_tamama","44,577"
247,卖火柴的可可亚,719049,认为自己是美少女的精神异常猫男（x）酒馆战棋主播（x）小游戏主播（√）视频1080p音画不同步的换1080p60帧，反之换回来（,"43,624"
248,森中花咲Official,436596836,る〜るるる〜！にじさんじ所属バーチャルライバーの森中花咲です！billbill動画でも楽しく活動していきたいと思います！,"43,411"
249,麦可可提不起劲,301760,虚拟鸽子，鲨鱼魔人，全职漫画家，偶尔做点小动画。weibo:麦可洛克,"43,053"
250,健屋花那的诊疗所,386764545,にじさんじ所属健屋花那搬运组 审核群：883480132 粉丝群：185444267 生肉合集无特殊说明每日更新,"42,974"
251,kinoko杂菌,351007,个人号，只想做自己愿意的事。,"41,833"
252,风见唯花搬运,456435399,VTB风见唯花搬运（非公式）（招翻译，有意者请私聊）（直播录像目前先传生肉，后续条件允许的话将会换源）,"41,303"
253,呆梓爱你嗷,1598199,vup嗷嗷和舞见呆梓共用的号】 直播间565】真爱粉马甲：xx爱你嗷】嗷群：897149491 梓群：342032558】不忘初心 永远爱他,"41,055"
254,音音继ねね_Official,439071630,欢迎来到nelineli音乐！音音継ねね和猫姫琥珀用歌声治愈你〜,"40,905"
255,七濑Unia,353361863,努力成为开心快乐一生的妖精王！尤尼娅哒！军团群：885350936/Aien所属个人势/录播组@Uniaの妖精之森/话题#Uniart# ,"40,851"
256,直播中,Oscar-Channel,10296177,"40,828"
257,白雪巴的夜王国,484764631,にじさんじ所属バーチャルライバー白雪 巴(しらゆき ともえ) 的非公式搬运组，审核群924539586 粉丝新群915685920,"40,626"
258,叫我MOUMOU酱,352396621,这有什么问题么？微博：叫我MOUMOU酱,"40,539"
259,不更文,11785510,>求关注<  打赏→afdian.net/@bugengwen  粉丝二群932989418跑团群1132036447,"40,359"
260,xgjfsjhynrdyjyx,9491259,请各位看最后一条动态,"40,140"
261,鈴宮鈴,480432362,LOL天使　妈妈paryi 推特@rin_suzumiyaa,"39,756"
262,柠狐柃,19462294,搞笑系虚拟UP主哒! 小伙伴们习惯叫我柠檬！求三连和关注！持续更新中！,"39,474"
263,莱娅Leia_Official,441416698,"见到你很高兴! 我是虚拟主播 Leia(莱娅) QQ粉丝俱乐部 (1055047237, 642839924) 审核组：822069154","39,224"
264,纸代棗-やすゆきOfficial,480179246,"VTuber纸代棗与日本绘师やすゆき的共用账号
纸代棗 推特@kmsr_natsume
y老师推特/微博:@yasu00kamiki","39,154"
265,直播中,花留Karu,贵族世家出身的大小姐，草留Karu，Virtuareal八期生。阳光浴场群号:150464672 ,"39,150"
266,赤星组Channel,444559,直播间21232671 正式授权 粉丝群 725327833 审核群590628786 吃翻译校对，剪辑后期，调音混音，美工画师，动画建模,"39,138"
267,佐久間ねむ搬运,415858231,是狐狸不是羊驼(*´ω｀*)  佐久間ねむ油管频道官方授权字幕组 粉丝2群1015921219 审核群672668290,"38,764"
268,久远千岁搬运组,257492,にじさんじ所属久远千岁非公式搬运,"38,150"
269,holostars,444316844,VTuber（虚拟Youtuber）事务所「holostars」官方帐号 ,"38,099"
270,子彧_official,35749736,是子彧（yù）不是子或！  联系子彧请加聊天Q群：679589673    录播组：@M78录播组,"38,084"
271,沙月ちゃん,128912828,个人势vup，不属于任何社团组织！开播全靠缘分~！开播通知群：970778952  录播仓库：@沙羽,"37,869"
272,神乐Mea同好会,479729029,神楽めあ相关信息搬运号。资讯情报、剪辑熟肉、PV二创freestyle 。人手不多，如有加入意愿欢迎私聊。,"37,667"
273,华硕天选官方UP,471130755,华硕天选品牌代言人天选姬，已入驻华硕天选官方UP啦，说好的关注人家的，不能说话不作数哟~,"37,385"
274,图波列夫的设计图,29145262,slaVTuber图酱Да! 毛子系航空系尖叫VUP，幻HOME一期生，业余飞行学习中 直播在隔壁找不到请加群190910217谢绝政治,"37,036"
275,佐久間ねむOfficial,476903292,Ciao~!佐久間ねむ(Sakuma Nemu)。16岁，是学生。粉絲2群1015921219 审核群672668290,"37,031"
276,因幡組搬運中心,382545233,因幡はねる非官方B站搬運 故任何發言與日方無關 工作群群號926948227 あにまーれ檬群已滿 桃群836629287,"37,012"
277,喵月nyatsuki,472821519,为了远道而来的你←VirtuaReal 想要成为歌势 商务合作请联系bd@vrp.live,"36,466"
278,名取さな字幕组,395933021,个人势VTuber名取纱那授权搬运组。搬运@名取さな。长期收剪辑翻译打轴校对。不接受商业合作。交流群：708857540,"35,695"
279,尼奥喵Neil_Channel,12120515,个人势聊天up主 请多关照,"35,669"
280,胡桃Usa,12497617,✞ 堕天使降临 ✞  QQ群864814510／画师@林大B／录播@Providence企划,"35,593"
281,love-pii-channel,580482351,初次见面！这里是love-pii官方频道！字幕组持续吃人中~审核群号961351462,"35,425"
282,Project_V_官方,383012066,为您带来虚拟主播的娱乐节目，活动直播和各种信息的综合频道,"35,258"
283,寿寿歌_suzuka,471308347,VirtuaReal Link と 游戏风云 所属、背徳の天使寿々歌だ！,"35,228"
284,绯赤艾莉欧Official,407106379,幻想骑士团团长绯赤erio chucolala所属 粉丝群：910755201 字幕组审核群： 526081395,"34,646"
285,萝卜蘸酱_机萪Official,479965355,人类，你们好，我是萝卜蘸酱。直播间：22210240 商务合作请联系：xinke_business@sina.com,"34,596"
286,三日暦Official,571841213,LOLを布教する為に舞い降りた教祖、みずかいこよみです,"34,439"
287,度人Tabibito,474369808,初次见面，我是度人，VirtuaReal所属虚拟牌手，智斗洋馆馆主，空天雪城城主。商务合作请联系：bd@vrp.live,"34,403"
288,友希Yuuki,8363141,"不会唱歌不会画画不会杂谈不会打游戏的个人势vup
群：1148176536 录播组：友希の练歌房
一周3播平时很忙 不是全职vup望体谅","34,142"
289,舞元启介Official,477780497,大家好！我是NIJISANJI所属虚拟主播舞元启介！是一个喜欢运动喜欢酒，还喜欢打游戏的VTuber！请多指教！,"34,121"
290,-Yu酱-,3032688,个人势全职虚拟主播，虚拟形象是有尾巴的人鱼～个人势很需要大家支持，所以喜欢就来直播间支持yu吧！每晚9点直播，录播号:Yu酱の录播小天使,"33,807"
291,云玉鸾,8170242,Lucca事务所所属！游学出逃，喜欢吃吃吃，麦霸。,"33,775"
292,樱美Yuna-Official,1448323,"初次见面,我是樱美yuna一边上大学一边以播音员作为目标正在努力中，应援请多关照!","33,699"
293,八美联,348832436,本组目前只进行兔鞠和玛格萝娜的字幕制作/长期招收各种职位 审核群：735848012 粉丝群1056205796,"33,567"
294,虎丸幼一Official,205083578,"恭喜你成功捕捉到一只白虎！
粉丝群群号:752417937
( ㊖ ˍ ㊖ )","33,340"
295,剑持刀也搬运组,327875807,按二创条例之非官方字幕组。播放清单见收藏夹。长期收翻译（N2)校对(N1) 审核群1027491791 粉絲群785745032 欢迎来虚空,"33,238"
296,某柯moke,2844993,粉企鹅desu 单挑群：701464504,"33,047"
297,鸽姬言知,35478071,想办法凑更的屑UP    不怎么会说话    ADTB社团男妈妈   商务合作请私信   聊天吹水群 453778370,"33,027"
298,星ノ谷みやOfficial,402105315,来自星之国的双语喵星人  粉丝群：855284000 【P-SP】,"32,639"
299,神楽唯Official,38631,这里是神楽唯「KaguraYui」请多多关照！ママ：@鸟蛋peach 交流群 333972765 注意！这只主播是猛男！,"32,448"
300,羽音Hanon,455965041,42,"32,287"
301,日月咪玉-官方,391614061,静凛·家长麦酱的妹妹・虚拟歌手日月咪玉！学习中文 官方粉丝群是1014648717,"32,176"
302,乐喵Channel,483231,22世纪的虚拟UP猫，未来信箱：miachannel@foxmail.com，直播的时候会念来信,"32,090"
303,轴伊Joi_Channel,61639371,爽诶…！窒息系无感情虚拟主播。QQ群849437495。橘子是最完美的水果～,"31,948"
304,直播中,dsailab,任何问题请联系QQ：2434985883,"31,708"
305,莉泽的第二工厂,412180051,审核群：882680894。粉丝一群：668727087。粉丝二群:775826560 ,"31,556"
306,寇蔻_Official,493549454,"喜欢画画的清草系vup。寇——蔻——哒——哟——( ´･ω･)ﾉ
大家都是照亮我的星星
周二周五周日21点直播
二群：1146148369","31,338"
307,子花酱Hanako,75937648,"个人势vup子花，一只爱打游戏的恶魔
本职是画师，lol是兴趣
微博@子花酱Hanako
录播@子花大爷的监控室
水友群：571803820","31,296"
308,折歌歌,394877484,可以说一句我永远喜欢歌歌吗哪怕不是真心的,"31,280"
309,木易Maria,82255852,微博@木易Maria 唱见/YYGQ剪辑/PV师见收藏夹/群：1026413564 合作戳助理Q：2939503072,"31,241"
310,超V学园_林玲Lynn,474593909,ᕱ⑅ᕱ 爱唱歌画画打游戏可萝可御JK老二次元兔兔，心潮澎湃,"30,892"
311,眞白花音_Official,401480763,这里是真白花音，Chucolala所属的vtuber，请多多关照~ （已授权）粉丝群：776040686,"30,656"
312,从千草西园到三味书屋,237428079,这里是2434所属vtuber西园千草的非公式搬运组，不定期产出熟肉。审核群号：1025555212,"30,584"
313,星乃めあOfficial,5730,梦见坂学院音乐科合唱部所属的高二学生 粉丝群二群：711193895 翻译组：949143480,"30,490"
314,时音Official,446409293,<CodeEcho所属>不爱喝奶茶的打工狂魔不是好vup  单推群：673773219  围脖：时音Official,"30,162"
315,不能吃的ok酱,1764912,今天也因染上你的颜色而幸福着。风云社所属，本职是个JK，为了养活仅一人的女仆咖啡厅而兼职成为大家的香香妈~,"29,955"
316,居家女仆助手LOLO,102668397,LOLO授权带字幕转载字幕组  喜欢可爱的LOLO酱可以点一下关注哦! （审核群号：1140780719）,"29,621"
317,初焰Hatsuhomura,431473020,帕图姆星的赤狐少年！每周三五六晚7点30固定直播唔！初焰伙伴2群：819914179 直播通知：753657269,"29,454"
318,角卷绵芽保护协会,490441866,角卷绵芽游记团所属，角卷绵芽保护协会bilibili账号。主要负责烤推与二创制作。有意加入请加群：597594959,"29,313"
319,直播中,某南,程序猿个人势VUp，Q群157733521,"29,294"
320,花谱_kaf,488970166,16岁，栖息于日本某处。仿佛无处不在，却又无影无踪。虚拟歌手 花譜/KAF。,"29,262"
321,星川杏_,1384726,虚拟gamer星川杏desu，又菜又爱玩。单挑群：1064656546,"29,177"
322,超V学园_林伊Eli,474593910,"宇宙无敌元气可爱世界最靓超级美少女林伊,晚上9点开播，下午不定时出没。","29,171"
323,子凌弈秋,32410214,【佛系狼崽】再烦我就咬人了！（有个走失的哥哥！全网通缉中！）,"28,982"
324,夜岚_Official,1523623,"个人势养生系VUP//希望你也可以活成自己想要的样子
-每月充电前三名赠送周边
-粉丝聊天群263 052 609
-脑袋上的是笋，不是兽耳","28,724"
325,泡沫メモリ_Official,487551829,ViViD所属的Vtuber。人类与精灵的混血。粉丝群：1132670270（7群）。字幕组审核群：685228392,"28,578"
326,直立行走已存在,14712304,音無姊妹U2b：http://qq2q.biz/LRdu 搬运，粉丝群：684362460,"28,514"
327,铃木胜Official,586880205,我是NIJISANJI所属的铃木胜！虚拟中学2年级的男生。 在哔哩哔哩也请多关照哦！,"28,319"
328,樱樱火Official,474113504,为了成为VTUBER里的最好的主持人（中日贴贴大使）而努力樱樱！DD裙→725919600,"28,093"
329,Milky_Vtuber,410741448,喵吼，我是みるきぃ！是喜欢游戏的vtuber，请多多指教！推特：@MilkyVtuber 粉丝Q群：661057871,"28,071"
330,账号已注销,399227464,399227464,"28,007"
331,相羽初叶_Official,586880202,にじさんじ所属アイドルライバー相羽ういはの公式チャンネルです。,"27,990"
332,花守海露希Official,476542825,我是元气满满可爱小护士花守海露希！能说中英日韩四种语言。绘师：Ayamy  粉丝群：915386095 ,"27,867"
333,雨宫水希Channel,744713,"个人势 无声默剧系虚拟大小姐。
为你带来安静治愈的天才Gamer。
闲聊群：879219501。","27,708"
334,萨麦尔_Samael,370689210,VirtuaReal所属怒之撒旦萨麦尔samael。喂？在吗？我馋你魂；商务合作邮箱：bd@vrp.live,"27,665"
335,梦追翔Official,511613154,我是虚拟创作歌手，梦追翔!,"27,632"
336,真绯瑠mahiru,477306079,VirtuaReal Project所属的真绯瑠mahiru!デビル日々進化中!商务合作请联系：bd@vrp.live,"27,608"
337,饼叽Official,20709396,"这里是mochipro创始人、虚拟创作者兼3D建模师饼叽
所属官方字幕组
粉丝：361235705 工作：962698869
","27,554"
338,打酱油的魔神_Channel,11082943,御魔道而度众生,"27,506"
339,多拉Official,595407555,よう人間ども！ファイアードレイクのドーラじゃよ～！今日もいいことありますように！,"27,427"
340,fairyschan,432762700,我是鹦鹉ふぇありす(Fairyschan)！来自日本的清楚系虚拟YouTuber～还请大家多多关照~~~,"27,246"
341,安德莉亚提不起劲,249088457,249088457,"27,088"
342,珠鳴なるOfficial,454110795,和遥树奈Project所属，珠鳴なる(tamanaki_naru)，我可是男孩子哦…就算这样也没问题吗？画师：和遥キナ,"27,055"
343,多间硝子_Official,20621838,多间硝子字幕组，已获得硝子本人授权，工作审核群：343829984，粉丝群：838891180，入群答案翻视频,"27,050"
344,直播中,恶魔channel,个人势 VUP   【交流群945967273】  唔~          游戏虚拟主播（✖）生草虚拟主播（✔）,"26,505"
345,超电VUP官方账号,597066058,来D来D~招募及合作请联系 chaodian_vup@bilibili.com,"26,425"
346,星星Star_Vtuber,258872141,Vtb的事那能叫骗吗     Q群:125476277 ,"26,388"
347,朝比奈蒼,431971663,ひっひ～✨我是朝比奈蒼！粉丝群：390132944 爱发电:https://afdian.net/@AsahinaAO,"26,302"
348,青川哈露卡_Official,625871594,骡子也比驴子好,"25,989"
349,芭娜娜Official,478735811,<CodeEcho所属> 养了只不明生物的虚拟大小姐。有个蕉流2群：1073042231,"25,956"
350,橘柠院Jny,314993,个人势VTB魔界万事屋老板娘—橘子！请多指教！,"25,833"
351,鬼畜千寻炎哈组,3726678,彩虹社授权搬运联盟 勇气千寻&涩谷初翻译组（935596752） 粉丝群：785346206 760928989,"25,765"
352,猫小鹰Owl,524279657,大家好，这里是新人vup时空邮差猫小鹰~目标是vup界的最强猫头鹰！粉丝群：397211036,"25,753"
353,直播中,神奈希_Official,今天的你还好吗？LBG社团的神明泡泡茶会✨的一员，经常突击直播，详情看置顶动态～欢迎大家的联动呐！目前目标:10w粉，你愿意成为我的崽崽嘛~,"25,722"
354,七濑昴Official,398709832,这里是七瀬すばる授权官方号！绝赞吃剪辑翻译校对美工画师中，吃人组号：853525385， 粉丝群2：665028735,"25,627"
355,电流妹Delia,32484896,魔女公司Project 直播唱歌&游戏，可以加群了解出没时间!催波群786293113,"25,490"
356,Persimmon-柿子,738002,个人号。,"25,489"
357,琴咕咕Official,102511389,画小人的八美肉系VUP。不考虑点个关注吗？（笑）大琴帝国:249351270,"25,474"
358,木暮Piyoko-官方,486618658,大家好！我是超大型新人木暮piyoko!官方粉丝群是1061116009,"25,470"
359,超次元次元酱,2706257,-`嗨嗨~这是一个元气神经虚拟up 最惨官方群：625550014 合作QQ：258838324,"25,438"
360,堕天稚悠爱Official,411913934,字幕组长期招收组员，有意进组请加QQ群735848012,"25,411"
361,KINGSK科科_Channel,36795838,VRL所属狼人，你也喜欢毛茸茸吗？每天早8点&晚8点直播哦~ ▣ 商务合作邮箱：bd@vrp.live,"25,297"
362,纸木绢视频存放处,377899842,377899842,"25,155"
363,萨莎柯里克Official,403894805,「Lucca」事务所所属虚拟UP主/Vtuber萨莎柯里克哒！请大家多多关照~,"25,116"
364,幻梦喵Channel,400141456,老吔，您来啦！今天是点暹罗猫呢？还是金吉猫呢？还是本店的招财猫呢？咱是萌音vup幻梦喵！唔喵~！啾啾啾！m—ua！呕——,"25,039"
365,風祭Kazamatsuri,14868240,信奉万物皆可嘲的甘草糖系男人。QQ群424835751,"25,027"
366,邪神酱Channel,384230128,动画《邪神与厨二病少女》Vtuber公式频道。邪神酱(铃木爱奈)与花园百合铃(大森日雅)两人，为你随随便便呈上节目。,"24,863"
367,P-SP,454673997,"虚拟艺人团体Project SP,简称P-SP,官方联系邮箱：info@psplive.com","24,837"
368,白猫永远不打烊,5772351,只想每天都开开心心 粉丝群：641454496 联动/约歌联系QQ2109863421,"24,832"
369,清露蝾螈饲养中心,3772162,"清露郁奈指定联络邮箱kiyotsuyuikuna@gmail.com
蝾螈组审核群: 495519156","24,753"
370,富士葵中国粉丝团,7078836,粉丝群118078941 非公式・転載許可済・中国語字幕あり;搬运已授权，不盈利。,"24,482"
371,有加plus,472845978,我是VirtuaReal Project四期生，孤独传说有加plus〜ダメダメダメ〜商务合作bd@vrp.live,"24,317"
372,穿裙带菜裸奔人字幕组,15936956,爷活了 虽然不知道活到什么时候,"24,214"
373,粉黛乱子Capillaris,1780645,只是一朵无害的鲜花…吗？,"24,153"
374,二宫河也丨梦璃Official,26155426,"新人vtuber:二宫梦璃。请大家多多指教！
画师妈妈:二宫河也","24,054"
375,账号已注销,95324386,95324386,"24,003"
376,miracle竹夭,17683304,zhuyaowoming,"23,868"
377,姬咲柚流Official,493724848,"我是NoriPro所属的姬咲柚流！最喜欢画画了~ 
现在正在为虚拟画师出道准备中...！","23,782"
378,暁ちあき搬运组,1429475,(已授权)暁ちあき(Akatsuki Chiaki) 好孩子再忍耐一下哦 妈妈是@帕里_Paryi 粉丝群960876811,"23,748"
379,超V学园_慕斯Muse,474593911,来了就不可以走，否则我就把你打成三次元的空气！哼╯^╰,"23,671"
380,林檎酱ringo,54264888,微博：Ringo酱Apple qq群：590394002,"23,658"
381,Okome_VTuber官方频道,345648420,我是虚拟主播Okome(ˊᵕˋ)正在学习中文！ 请大家一定要多多关注我，支持我哦 粉丝群 628757276,"23,641"
382,白桃Channel,1516482,Virtopia所属个人势，网易云同名，不看私信，是个聪明天才。,"23,627"
383,艾玛的下仆军团,2031109,这里是已经离开了森中花咲家的魔王艾玛.奥古斯特的搬运组。粉丝群：650266747 审核群：750912269,"23,483"
384,夏色まつり工坊,418124907,"夏色祭同人企划组，""非官方""祭丝组织。发布组内同人作品以及推特翻译。创建于19年1月26日，有意请加群114774549","23,358"
385,Kiroko96_Channel,600985,"这里是喜欢act和fps的猫咪kiroko，感兴趣的话点个关注吧~–粉丝猫窝:1104583567    
PS:是公猫","23,172"
386,凉宫白樱Official,244407176,ELFrost所属，虚拟女子高中生龙娘凉宫白樱，微博：@凉宫白樱_虚拟动漫社计划，粉丝群952860084,"23,143"
387,黑桐亚里亚Official,4911722,黑猫家族的首领兼任教母的黑桐亚里亚desu！   粉丝群：1036479983    字幕组审核群：1065776777,"23,115"
388,直播中,白音雪-official,Re:AcT所属的白音雪哟。喜欢的事是玩游戏和唱歌。想被各位一直宠爱着活下去。,"23,112"
389,双月YunaLia,62359,P-SP所属，喜欢唱歌的多声线虚拟JK双子：双月ゆな(黒)和双月りあ(白)，绘师妈妈@Bison仓鼠仓,"23,102"
390,椎名菜羽Official,623441612,623441612,"23,010"
391,云家大家长水银,7568338,因为爱和热爱科普生物&化学！大家长参上!欢迎加入云家，群聊号码：717869438,"23,001"
392,琥珀-虚颜,125823832,B站最穷大小姐，AI虚拟生命琥珀虚颜！这裡是官方唯一账号哟！,"22,901"
393,直播中,Kirikosama_,來自中國香港熱愛遊戲少女一枚。目標是成為“偉大的渺小”。感謝與各位相遇。微博：Kirikosama,"22,726"
394,東雲恵Official,308751411,中国的各位！hapifuri～！我叫东云惠，今年高三。中文在一点一点的学！,"22,712"
395,东爱璃Lovely,3821157,"P-SP所属 有点笨蛋的（前）偶像最喜欢大家！
ちょっと馬鹿な元アイドル　みんなのこと大好き‼︎
fanclub：1067670003","22,413"
396,天川花乃official,482515510,天川はの官方账号！,"22,191"
397,Mendako醤Official,388693909,来自深海的问候！大家好吗？ mendako酱来啦啊啊啊！,"22,184"
398,凤玲天天Official,623441609,我是料理人女僕凤玲天天!绘师:がおう/诚徵 字幕组审核群1127612473,"22,181"
399,九鸟子起飞,12964678,◇视频多为粉丝向和个人纪念向，希望你能喜欢◇2级粉丝勋章群：566694344✧,"22,164"
400,这是亦枝YY,147471,P-SP所属  与法棍有关的谜男子！VUP的YY！SOW成员！喜欢游戏！唱歌！草！面包房：829652580,"22,134"
401,艾克斯Official,477780498,エクス・アルビオと申します!!主に夜、いろんなゲーム配信をしているのでよろしくお願いします!!,"21,951"
402,江惠惠Official,422501642,【MZ次元】很可爱，但是会咬人！一般下午两点多三点开始在，晚上随缘。打牌，钓鱼，赛鸟！单挑群：950626438 ,"21,943"
403,丝茉茉i,27564630,游戏玩家 ✨ 谢谢你们愿意留下来做我的那束光  微博:丝茉茉i,"21,829"
404,数字云糕Official,3391089,回顾、翻新、修复经典科技数码硬件与软件，发现和探索各类电子产品。仅B站和头条是官方号。没有电商店铺，其他地方看到都是假冒的！,"21,789"
405,水無瀬rui_official,390131950,这里是来自日本的个人势vtuber水無瀬るい！ 粉丝群960563538 字幕协力206452385,"21,740"
406,初音未来LStype,426170094,初音Vtuber出道？！- Crypton所属非官方Vtuber初音未来LS type官方账号 粉丝群756518321,"21,704"
407,最后的梦制作组,34782593,宝藏见收藏。制作组(X)开发组(✓)资源和工具见社团网站注：免费工具禁止商用！,"21,637"
408,黑音夜见Official,608146606,黑音夜见哒哟～！,"21,588"
409,LITA-KMNZ,397520048,这里是KMNZ的MC LITA,"21,536"
410,獅子神レオナ翻译组,390389908,已授权  不盈利搬运 请勿投食  粉丝群:684199272  工作群370336016  加工作群的请留意好友信息,"21,340"
411,轰京子Official,586880203,ちょり～っす！你好！にじさんじの轟京子です。目指せ！エナジードリンク系バーチャルライバー,"21,337"
412,结-Official,477639461,年中无休花声系女子 粉丝群:941596091 和烤肉man一起成为偶像→审核群:917224813（缺人救救孩子吧）,"21,327"
413,塔克Tako,9066351,正在播放《章鱼经节选》 ●━━━━━━─────── 11:26  ⇆ㅤ◁ㅤㅤ❚❚ㅤㅤ▷ ㅤ-Croven教团-所属,"21,291"
414,希贝尔与蕾蒂Official,430219038,<Facemoe> 两人一同为你献上最爱的那首歌❥ 粉丝群：295691607,"21,211"
415,八木迪之,480675481,VirtuaReal所属Liver，虚拟咖啡师/臭打游戏的。简单点，来杯耶加雪菲吧。,"21,169"
